Timestamp,UniqID,소속,학년,성별,1. 블랙보드 시스템에 전반적으로 만족하십니까?,2. 학기중 블랙보드에는 얼마나 자주 접속하십니까?,3. 학기중 블랙보드를 가장 많이 활용한 시간대는 언제입니까?,4. 학기 중 블랙보드 사이트 접속이 신속하게 이루어집니까?,5. 어떤 브라우저를 사용하여 블랙보드를 주로 접속하십니까?,6. 블랙보드 메인 화면의 구성 및 디자인에 만족하십니까?,7. 블랙보드 강의실 내 메뉴는 직관적이라고 생각하십니까?,8. 블랙보드에서 제공되는 정보들은 잘 분류되어 있습니까?,"9. 블랙보드 내 글자 크기(메뉴 텍스트, 본문, 코스 정보 등)는 적정합니까?",10. 블랙보드 내에서 가장 선호하는 온라인수업(비대면) 운영 방식은 무엇입니까?,11. 귀하가 생각하는 가장 효과적인 블랙보드 내 학습활동은 무엇입니까?,12. 블랙보드 내 학습의 한계는 무엇이라고 생각하십니까?,13. 블랙보드 내 수강 환경의 한계는 무엇이라고 생각하십니까?,14. 블랙보드 영상 출석콘텐츠 수업 방식에 대해 전반적으로 만족합니까?,15. 블랙보드 영상 출석콘텐츠 수업 방식의 한계는 무엇이라고 생각하십니까? (복수응답 가능),"16. 실시간 화상강의(Zoom, Collaborate) 수업 방식에 대해 전반적으로 만족합니까?","17. 실시간 화상강의(Zoom, Collaborate)를 활용한 온라인수업의 한계는 무엇이라고 생각하십니까? (복수응답 가능)",18. 블랙보드 내에서 가장 선호하는 소통 방식을 선택하여 주십시오. ,19. 블랙보드 기능에 전반적으로 만족하십니까?,20. 블랙보드 기능은 전반적으로 사용하기 쉽습니까?,"21. 블랙보드 이용 시 오류를 겪었다면, 어떤 유형의 오류였는지 표기해주십시오. (복수응답 가능)",22. 블랙보드 홈페이지는 LMS를 사용하는데 필요한 정보를 손쉽게 찾고 관련 안내를 신속하게 전달할 수 있도록 구성되었습니다. 이 구성에 만족하십니까? ,23. 모바일 APP Blackboard는 웹에서 이용하는 주요 기능을 모바일 기기에서 이용 가능하도록 구성되었습니다. 모바일 APP 이용에 얼마나 만족하십니까?,24. 모바일 APP 이용 시 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"25. 코스 화면에서는 과거 코스, 현재 수강 중인 코스 목록을 손쉽게 파악할 수 있도록 구성되어 있습니다. 코스 화면 구성에 만족하십니까?",26. 코스 화면에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,27. 코스 홈 접속 후 좌측에 나타나는 코스 메뉴 구성에 만족하십니까?,28. 코스 메뉴 구성에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,29. 코스 메뉴 공지사항 기능에 만족하십니까?,30. 코스 메뉴 공지사항 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"31. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능에 만족하십니까? ","32. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.","33. 과제 제출 및 피드백 기능(턴잇인, SafeAssign)에 얼마나 만족하십니까?",34. 과제 제출 및 피드백 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"35. 그룹활동(토론, 블로그, 저널) 기능에 만족하십니까?","36. 그룹활동(토론, 블로그, 저널) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",37.  영상 출결 콘텐츠  출석 현황 기능에 만족하십니까?,38. 녹화영상 출석 현황에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,39. 시험/락다운브라우저 기능에 만족하십니까?,40. 시험/락다운브라우저 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"41. 실시간 강의 도구(ZOOM, Collaborate) 기능에 만족하십니까? ","42. 실시간 강의 도구(ZOOM, Collaborate) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",43. 성적 기능에 얼마나 만족하십니까?,44. 성적 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,45. 학습관리시스템(LMS) 블랙보드와 관련하여 개선되었으면 하는 사항 및 기타 하고 싶으신 말씀에 대해 작성해주십시오.,46. 차세대 학습관리시스템(LMS)를 도입하는 것에 대해 어떻게 생각하십니까? ,47. 차세대 학습관리시스템(LMS)을 도입을 희망하지 않는 이유에 대해 작성하여 주십시오.,48. 차세대 학습관리시스템(LMS)을 도입을 희망하는 이유에 대해 작성하여 주십시오.,"49. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 반드시 유지해야 하는 기능에 대해 작성하여 주십시오.","50. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 새롭게 도입되길 희망하는 기능에 대해 작성하여 주십시오."
2022/10/24 10:57:26 AM GMT+9,P7719mii,문과대학 언어학과,석사과정,여,5,하루에 3회 이상,오후1 (12:00-15:00),5,크롬(Chrome),5,5,5,5,실시간 화상강의(Zoom),과제,교수-학생·학생-학생 간 의사소통의 부족,없음,영상 출석콘텐츠 수업 경험 없음,없음,매우 만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,5,5,코스 화면 접속;과제 업로드,5,5,활동스트림에 과거 수강내역 숨김이 있었으면 좋겠습니다.,5,코스 화면 구성에 만족합니다. ,5,없습니다.,5,없습니다. ,5,"유튜브 영상 화질의 편차가 있지만, 대체로 만족합니다. ",5,만족합니다. ,5,없습니다. ,5,없습니다. ,5,시험 업로드 시간이 이전보다 빨라져서 좋았습니다. ,5,,5,성적 총점이 맨 위에 보여서 좋습니다. ,과거 수강한 과목들을 볼 수 있었으면 좋겠습니다 .,현재 학습관리시스템(LMS) 블랙보드 유지,기존 LMS의 구성 및 사용이 용이합니다. 필요한 몇 가지 정도만 부가된다면 좋을 것 같습니다. ,,,
2022/10/24 10:57:33 AM GMT+9,B7812wom,일반대학원 전기전자공학과 반도체및나노전공,1학년,여,4,하루에 3회 이상,오후2 (15:00-18:00),5,크롬(Chrome),4,5,5,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,보통,영상 화질이 선명하지 않음;출석 반영 오류,만족,영상 화질이 선명하지 않음,없음,5,5,출석 반영 오류,5,4,간혹 접속이 불안정함. 강의 자료 다운이 안되는 경우가 있음.,5,코스 순서를 자유롭게 배열할 수 있으면 좋겠음,5,없음. 현재 메뉴 구성에 만족함,5,간혹 알림이 바로 오지 않는 경우가 있어 중요한 공지를 놓칠 위험이 있음,3,출결 반영이 제대로 안되는 경우가 있어 불편함. 커먼즈 영상의 재생바 이동이 다소 어려움.,4,없음.,4,크게 활용한 적이 없음,5,없음. 바로 반영이 되었는지 확인할 수 있어 좋았음.,4,사용해본적 없음,4,화질 개선이 필요하다,5,없음.,잘 사용하고 있습니다.,현재 학습관리시스템(LMS) 블랙보드 유지,현재 시스템에 만족함. 오픈형 플랫폼의 필요성은 딱히 느끼지 못함.,,,
2022/10/24 10:58:50 AM GMT+9,S3815pey,일반대학원 생명공학과 분자생체공학전공,박사과정,여,4,하루에 한 번,오후2 (15:00-18:00),4,크롬(Chrome),3,3,4,4,실시간 화상강의(Collaborate),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,블랙보드 기능 사용의 어려움,만족,상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,없음,4,4,,3,코스 순서 자유롭게 배열가능하면 좋겠네요,4,,4,,4,,4,,3,활성화되면 더 좋겠습니다,4,,4,,4,,4,,,상관없음,,,,
2022/10/24 10:59:12 AM GMT+9,H8582rav,자유전공학부 경영학과,4학년,여,4,하루에 한 번,저녁 (18:00-24:00),4,엣지(Edge),4,5,5,5,온라인수업(비대면)을 선호하지 않음,영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,매우 불만족,음향이 작거나 울림;영상 화질이 선명하지 않음;재생 오류로 인한 끊김;수업 내용 이해 어려움;영상 분량이 부족하거나 많음;상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,불만족,접속 오류로 인한 수업 끊김;수업 내용 이해의 어려움,과제·퀴즈 피드백,5,5,"강의 동영상 재생;실시간 화상강의(Zoom, Collaborate) 참여;SSO 통합 로그인;시험 응시 및 접속",5,2,전체적으로 느리고 로그인이 맨날 풀려있어서 문제입니다,4,"코스 순서 자유롭게 배열 ...
코스 더 직관적으로 디자인 변경
자연 이미지 말고 수업 이미지나 교수님 사진으로 넣어주세요",4,코스메뉴 여닫는 단추랑 개별 코스안에서 메뉴여닫기 구별이 어려워요,4,푸시알림 안오는 오류를 없애주세요,4,출석확인 가능하게,5,이건 좋아요,5,로딩이 느려서 더 빨랐으면 합니다,4,없음,4,락다운 브라우저에서 답변 pdf로 인쇄하는 기능이 오류가 나서 답변확인이 불가합니다,4,콜라보레이트 너무 많이 끊겨요. 램을 많이써서 그런가요,4,성적 피드백 잘보이게 해주시고 교수님들 창에서도 성적피드백 해달라고 권고 해주세요,없음,현재 학습관리시스템(LMS) 블랙보드 유지,일반인은 무크 보면 되니까 굳이 필요없어 보이고 교우 대상으로는 괜찮을 듯,,,
2022/10/24 10:59:22 AM GMT+9,V6750ruk,이과대학 화학과,3학년,여,4,하루에 한 번,저녁 (18:00-24:00),4,Mac용 사파리,3,3,4,4,실시간 화상강의(Zoom),과제,녹화 강의 영상의 질,온라인수업 시 집중 저하,만족,영상 화질이 선명하지 않음;수업 내용 이해 어려움,만족,음향이 작거나 울림;영상 화질이 선명하지 않음,과제·퀴즈 피드백,4,4,"실시간 화상강의(Zoom, Collaborate) 참여",3,4,,5,,5,,5,,3,,4,,4,,4,,5,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/24 10:59:25 AM GMT+9,U6126ehh,교육대학원 일반사회교육전공,석사과정,남,4,1주에 1회 정도,오후1 (12:00-15:00),5,크롬(Chrome),5,4,4,5,실시간 화상강의(Zoom),조별 활동,녹화 강의 영상의 질,온라인수업 시 집중 저하,만족,출석 반영 오류,만족,출석 반영 오류,메시지,4,4,출석 반영 오류,4,4,,4,,4,,4,,3,영상을 보고 나서 제대로 출석 확인이 된 것인지 알 수 없음,4,,4,,4,,4,,4,,4,,토론방-학생자료실에 게시글 작성하여 첨부자료를 업로드할 때 글 하나에 파일이 1개만 올라가도록 제한되어 있는데 첨부파일을 여러 개 업로드 할 수 있도록 개선되었으면 좋겠습니다.,차세대 학습관리시스템(LMS) 도입 희망,,,,
2022/10/24 10:59:25 AM GMT+9,V6929any,KU-KIST융합대학원 NBIT융합전공,석박사통합과정,남,4,1달에 1회 정도,오전 (6:00-12:00),5,크롬(Chrome),3,2,2,5,실시간 화상강의(Zoom),과제,교수-학생·학생-학생 간 의사소통의 부족,블랙보드 기능 사용의 어려움,만족,상호작용 불가로 인한 질의응답 어려움,매우 만족,없음,과제·퀴즈 피드백,3,2,없음,2,3,,2,직관적으로 눈에 들어오지 않아요,2,단순화돼서 확 들어왔으면 좋겠어요,3,,4,,5,,3,,4,,3,,5,,4,,,차세대 학습관리시스템(LMS) 도입 희망,,전체적으로 UI 개선이 한번있으면 좋을것같아요.,현재 모든 기능은 유지,없습니다.
2022/10/24 11:01:38 AM GMT+9,A2884o1p,간호대학 간호학과 간호과학전공,박사과정,여,5,하루에 한 번,오전 (6:00-12:00),4,크롬(Chrome),4,4,5,5,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,실시간 화상강의 수업의 질,안정적인 수업 수강 장소 부재,만족,영상 화질이 선명하지 않음,만족,영상 화질이 선명하지 않음,과제·퀴즈 피드백,4,4,없음,4,3,써본적이 없어서 깔아서 사용해 봐야겠습니다.,5,강의 소개 사진이 강의와 연계되거나 자연이 아니였으면 좋겠다.,5,.,5,.,5,.,5,.,5,.,5,.,3,.온라인 시험응시경험없음,5,Zoom 녹화강의시 자동으로 저장되어 볼수 있었으면 좋겠습니다. ,5,.,.,현재 학습관리시스템(LMS) 블랙보드 유지,"현재 불편함 없이 잘 사용하고 있으며, 저작권의 문제도 있을듯 하며, 최우선적으로는 현재 Zoom강연을 듣는 자에게도 강연자료가 교수님들의 결정에 의해 강연이 끝난후에도 들을수 없는경우가 있습니다. Zoom녹화강의로 진행시 자동으로 Zoom녹화본을 블랙보드에서 과목들이 검색될때까지는 볼수 있도록 제공해주셨으면 좋겠습니다.",,,
2022/10/24 11:09:19 AM GMT+9,M2159rtl,미디어학부,1학년,여,2,하루에 한 번,오후2 (15:00-18:00),4,크롬(Chrome),3,2,2,5,실시간 화상강의(Zoom),퀴즈/시험,과제 수행의 어려움,블랙보드 기능 사용의 어려움,만족,출석 반영 오류,만족,영상 화질이 선명하지 않음,과제·퀴즈 피드백,3,2,강의 동영상 재생;SSO 통합 로그인,3,1,항상 모바일로 들어가면 사이트로 들어간 것보다 정보가 더디게 뜸,3,이전 학기 코스는 한 폴더에 담아서 안보이게 했으면 좋겠다.,4,,5,,3,,4,,4,,4,,3,,4,,2,내가 제출한 답변을 보기 어려움(i표시를 누르고 어쩌고 해서 들어갈 수 있지만 답변 확인 버튼이 따로 없어서 직관적이지가 않음),,상관없음,,,,
2022/10/24 11:12:32 AM GMT+9,L6469sct,일반대학원 교육학과 교육행정학및고등교육학전공,박사과정,여,4,하루에 3회 이상,저녁 (18:00-24:00),4,크롬(Chrome),3,3,4,4,녹화영상(영상 출석콘텐츠),퀴즈/시험,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,만족,재생 오류로 인한 끊김;출석 반영 오류,만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,4,SSO 통합 로그인;출석 반영 오류;과제 업로드,4,2,접속이 안되는 경우가 많습니다.,4,코스 순서를 사용자 맞춤으로 변경할 수 있었으면 좋겠음,3,하위 메뉴 확인 기능,4,글씨 크기나 색이 강조 되었으면 합니다,3,영상 끊김 현상,3,수정하여 제출하는 기능이 있었으면 합니다.,4,연결 오류 ,3,출석 확인 오류가 감소했으면 합니다,3,저장이 안되고 이전 페이지로 돌아가는 것,4,한 번 클릭으로 바로 연결 되었으면 합니다,4,배치 위치를 본문과 같은 위치에 놓아주셨으면 합니다,로그인 오류가 좀 줄었으면 합니다,현재 학습관리시스템(LMS) 블랙보드 유지,"데이터 업데이트, 접속 오류의 문제 ",,,
2022/10/24 11:23:43 AM GMT+9,B7429onq,일반대학원 전기전자공학과 반도체및나노전공,석박사통합과정,남,5,하루에 한 번,오전 (6:00-12:00),5,크롬(Chrome),5,5,5,5,실시간 화상강의(Collaborate),과제,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,매우 만족,상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,없음,5,5,없음,5,5,앱 이용해 본 적 없음,5,"공지사항, 과제 등 최근에 업데이트된 내용이 있다면 코스 화면에서도 볼 수 있게 (new 라고 뜬다든지..) 된다면 좋을 것 같음. (대학원생) 학부수업 조교로 속한 수업과 대학원 수업 수강생으로 속한 수업이 다르게 표시되어도 좋을 것 같음",5,"Collaborate 기능은 교수님이나 수업조교가 직접 설정해야만 수강생들에게 보이는 것으로 알고 있는데, 해당 기능을 실수로 오픈하지 않고 수업하시는 경우가 있어서 해당 기능을 공지사항이나 강의자료처럼 기본적으로 학생들도 볼 수 있게 해주면 좋을 것 같음",5,공지사항이 수정되었다면 수정되었다고 수강생들에게 이메일 알림등이 기본적으로 가도록 하면 좋을 것 같다. 또한 수정 전 공지사항도 볼 수 있으면 좋을 것 같다.,5,사용해 본 적이 없음,5,없음,3,사용해본 적 없음,5,"영상 출석을 인정해주는 기간이 마감되기 하루쯤 전까지도 영상 출석이 되지 않은 수강생에게 알림이 간다면, 까먹고 영상을 보지 않은 학생이나 영상을 보았는데 출석 반영이 제대로 안 된 상태의 학생에게 도움이 될 것 같음",4,"시험중에 ZOOM으로 모든 시험 응시자들의 웹캠을 관찰하며 부정행위를 방지하는 시험에서, 응시자의 인터넷이 불안정해서 응시자가 시험도중 ZOOM에서 나가게 될 (튕길) 수 있음. 이런 상황을 방지하기 위해서 시험 응시자의 디바이스에서 녹화 기능도 기본적으로 작동할 수 있게끔 된다면 좋을 것 같음",4,인터넷이 느리거나 불안정한 학생을 위해서 저화질 시청 기능도 있었으면 좋겠음.,5,,,상관없음,,,,
2022/10/24 11:48:32 AM GMT+9,E7944aia,공과대학 전기전자공학부,4학년,여,4,1주에 3회 정도,저녁 (18:00-24:00),4,기타,4,5,4,4,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,없음,없음,매우 만족,없음,만족,없음,과제·퀴즈 피드백,4,5,"실시간 화상강의(Zoom, Collaborate) 참여",2,3,속도가 매우 느리다 특히 아이패드에서 쓸때 속도 개선이 되었으면 좋겠다,2,예전거 자료는 어차피 삭제되는데 현재코스 탭이 기본으로 보이는게 편리할 것 같다.,4,전체가 시간순으로 보이는 기능이 있으면 편할 것 같다 (공지 과제 영상 등),4,그냥 이메일로 보내는게 기본이면 좋겠다.,3,그렇게 자주 사용되지 않는 영상 출결 방식은 삭제하는 게 좋을 것 같다.,4,과제 제출시 편리했던 것 같다.피드백도 꼼꼼히 받을 수 있었고..,4,알림이 이메일로도 왔으면 좋겠다,3,녹화영상 출석을 잘 사용안해서 모르겠긴 하다.,4,오류 난 적이 없다.,4,줌이 더 편리하긴 했던 것 같다. 속도 측면에서,4,교수님이 정한 성적기준이 처음부터 반영되어서 성적이 보였으면 좋겠다.,블랙보드 앱 개선이 필요하다.,차세대 학습관리시스템(LMS) 도입 희망,,블랙보드가 그렇게 편리하진 않은 것 같아서,성적 /공지/과제 이메일로 보내는 기능,좀 더 원활한 실시간 수업 강의가 가능하도록 했으면 좋겠고 수업마다 전체가 시간순으로 보이도록(공지 과제 성적등) 하는 기능이 생기면 좋겠다.
2022/10/24 11:49:24 AM GMT+9,Z4910rih,일반대학원 컴퓨터학과 인공지능응용전공,석사과정,여,4,하루에 한 번,오후2 (15:00-18:00),4,Mac용 사파리,3,4,4,5,실시간 화상강의(Zoom),과제,교수-학생·학생-학생 간 의사소통의 부족,시스템 불안정,보통,영상 화질이 선명하지 않음;영상 분량이 부족하거나 많음;상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",4,4,"실시간 화상강의(Zoom, Collaborate) 참여;SSO 통합 로그인",4,4,유아이와 접속 오류,4,코스별 과제나 학습 현황이 보이면 좋겠음,4,성적보기가 개선되었으면 좋겠음,5,공지 등록시 문자로도 오면 좋겠음,4,없음,4,없음,2,크게 사용하지 않는것 같음,4,녹화 강의 자체가 학습에는 효율적이지 않은 것 같습니다,4,아무래도 부정행위의 가능성이 올라가지 않을까 싶습니다,2,줌 자체의 오류나 끊김이 종종 발생합니다,4,적어도 평균은 필수적으로 공개되면 좋겠습니다,모바일 버전이 더 개선되면 좋겠습니다,차세대 학습관리시스템(LMS) 도입 희망,,블랙보드 자체적으로 오류가 많습니다.,현재 블랙보드에 있는 기능은 모두 유지되어야 합니다.,줌 말고 다른 강의 기능이 도입되면 좋겠습니다
2022/10/24 11:59:01 AM GMT+9,G1127hhv,공과대학원 화공생명공학과,석사과정,남,4,하루에 한 번,저녁 (18:00-24:00),4,크롬(Chrome),5,5,5,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,시험의 공정성,네트워크 불안정으로 접속 끊김 현상,만족,음향이 작거나 울림,만족,접속 오류로 인한 수업 끊김,없음,4,4,SSO 통합 로그인,4,3,모바일을 이용하지 않습니다.,5,코스별로 업데이트가 있는 경우 따로 표시가 떳으면 좋겠습니다.,5,없습니다.,5,없습니다.,4,없습니다.,4,없습니다.,4,없습니다.,5,없습니다.,4,없습니다.,4,연결의 안정성,5,비직관적인 부분이 많음,서버 상태가 제일 중요한 것 같습니다.,상관없음,,,,
2022/10/24 11:59:17 AM GMT+9,Z4372mee,사범대학 국어교육과,4학년,여,4,하루에 한 번,오후1 (12:00-15:00),4,크롬(Chrome),5,5,4,5,실시간 화상강의(Zoom),토론,시험의 공정성,온라인수업 시 집중 저하,만족,상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,토론방,4,4,코스 화면 접속,4,4,로딩이 느린 점,4,코스 순서를 자유롭게 배열할 수 있으면 좋겠음,5,코스 메뉴를 눌러도 스트림이 먼저 뜨는데 이 점이 개선되었으면 좋겠다.,5,공지사항이 스트림에 표시됐으면 좋겠다.,4,출결이 정상 처리되었는지 확인하는 기능이 있었으면 좋겠다.,3,턴잇인 사용 방법이 상세하게 설명되어 있으면 좋겠다.,4,자신의 댓글을 바로 찾을 수 있는 기능이 있었으면 좋겠다.,4,출석 현황을 바로 확인할 수 있으면 좋겠다.,3,온라인 시험 응시 경험 없음,4,Collaborate의 경우 다른 학생들의 카메라를 확인할 수 없는 점이 불편하다. ,4,앱에서 성적이 단순 합산되어 표시되는 기능은 불필요한 것 같다.,웹에서 접속 시 코스를 눌러도 자꾸 스트림으로 접속이 된다.,상관없음,,,,
2022/10/24 12:01:44 PM GMT+9,S350915a,일반대학원 교육학과 교육사철학전공,석사과정,여,5,하루에 3회 이상,오전 (6:00-12:00),5,크롬(Chrome),5,5,5,5,녹화영상(영상 출석콘텐츠),과제,없음,없음,매우 만족,없음,매우 만족,없음,과제·퀴즈 피드백,5,5,없음,5,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/24 12:08:01 PM GMT+9,P4600unr,일반대학원 전기전자공학부 반도체 및 나노,석박사통합과정,남,4,1주에 3회 정도,오전 (6:00-12:00),5,크롬(Chrome),5,5,5,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,없음,온라인수업 시 집중 저하,영상 출석콘텐츠 수업 경험 없음,없음,매우 만족,음향이 작거나 울림,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",5,5,"실시간 화상강의(Zoom, Collaborate) 참여",3,3,ui개선,2,ui 명확히 개선 필ㅇ?ㄷ,5,없음,5,없음,4,없음,5,없음,3,사용한적없음,5,없음,5,없음 ,3,소리적음,5,사용한적없음,만족합니다,차세대 학습관리시스템(LMS) 도입 희망,,ui개선,공지기능,없습니다
2022/10/24 12:45:49 PM GMT+9,H9485lef,문과대학 심리학부 문화사회성격전공,석사과정,남,5,1주에 3회 정도,오후2 (15:00-18:00),5,크롬(Chrome),5,5,5,5,실시간 화상강의(Zoom),과제,없음,없음,매우 만족,없음,매우 만족,없음,과제·퀴즈 피드백,5,5,없음,5,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,지금 것으로도 충분해서,,,
2022/10/24 12:52:41 PM GMT+9,Z5901rip,일반대학원 컴퓨터학과 컴퓨터보안전공,석사과정,여,4,1주에 3회 정도,오전 (6:00-12:00),4,기타,4,4,4,4,실시간 화상강의(Collaborate),퀴즈/시험,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,만족,영상 화질이 선명하지 않음,만족,수업 내용 이해의 어려움,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",4,4,코스 화면 접속,4,4,"자꾸 '귀하의 학교 계정 인증을 다시 해야합니다'가 뜨는데 매번 앱을 실행할 때마다 떠서 되게 불편합니다. 또, 이게 인터넷에서 정보를 받아오다보니 너무 느립니다.",3,1. 원하는 학기의 코스만 뜨게 만들 수 있으면 좋겠음. 2. 숨기기 기능이 있으면 좋겠음 3. 코스순서 자유롭게 배열할 수 있으면 좋겠음,4,없습니다,4,"공지사항이 어떤 것이 처음에 올라오고 어떤 것이 나중에 올라온건지 현재는 파악하기 불편합니다. 최신 공지사항 옆에 NEW 등의 표시나, 다른 색깔(옅은 회색) 음영이 들어가면 좀 더 보기 편할 것 같습니다.",4,영상 출결 열람시 스트리밍 방식으로 운영되다보니 느립니다.,4,없습니다.,4,없습니다.,5,없습니다.,4,없습니다.,5,없습니다.,4,성적 현황이 한 눈에 들어오지 않음 등,없습니다,현재 학습관리시스템(LMS) 블랙보드 유지,현재 시스템에 만족해서,,,
2022/10/24 1:06:09 PM GMT+9,I3766phk,일반대학원 가속기과학과 가속기과학전공,박사과정,남,4,1주에 1회 정도,저녁 (18:00-24:00),4,크롬(Chrome),5,4,4,4,실시간 화상강의(Collaborate),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,만족,음향이 작거나 울림,만족,음향이 작거나 울림,메시지,4,3,없음,3,3,직관성이 떨어집니다. 이 부분에 대한 개선이 필요합니다.,5,코스 화면 구성은 지금 상태로 만족합니다.,3,코스 관리자 메뉴는 구성이 지나치게 복잡합니다.,4,가독성 개선이 필요합니다.,4,해당 기능을 사용해보지 않아서 잘 모르겠습니다.,4,턴잇인 기능은 항상 불편합니다. 신뢰할만 한지 잘 모르겠고요.,4,자유롭게 토론할 분위기 조성면에서 부족한 점이 보입니다.,4,출석이 제대로 반영되고 있는지 의문입니다.,2,사용해보지는 않았지만 오류가 잦아 신뢰성이 떨어진다고 들었습니다.,4,Collaborate은 처음 사용해보면 적응하는데 시간이 걸리더군요. 직관성을 좀 더 개선했으면 좋겠습니다.,4,온라인 성적은 항상 불편해요. 오프라인으로 하는 게 편합니다.,사용 편이를 지속적으로 개선해주셨으면 좋겠습니다.,현재 학습관리시스템(LMS) 블랙보드 유지,현 시스템도 충분히 제기능을 합니다. 완전히 새로운 시스템을 도입해야만 할 이유를 잘 모르겠습니다.,,,
